First,Last,Year,#,Asset,Asset Type,Owner,Value,Income Type,Income
MICHAEL,BENNET,2013,<td>10</td>,"<td class=""span4""><strong>Suntrust</strong><div class=""muted noWrap"">(Richmond, VA)</div><div class=""muted""><div class=""muted""><em>Type: </em>Certificate of Deposit, </div></div></td>",<td>Bank Deposit</td>,<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2013,<td>11</td>,"<td class=""span4""><strong>UBS Financial Services Inc.</strong><div class=""muted noWrap"">(San Francisco, California)</div><div class=""muted""><div class=""muted""><em>Type: </em>Brokerage Sweep Account, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Interest, </td>","<td>$1,001 - $2,500</td>"
MICHAEL,BENNET,2013,<td>12</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=LVLT"" target=""_blank"">LVLT</a> - Level 3 Communications, Inc. (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2013,<td>13</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=RGC"" target=""_blank"">RGC</a> - Regal Entertainment Group (NYSE)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Dividends, </td>","<td>$50,001 - $100,000</td>"
MICHAEL,BENNET,2013,<td>14</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=SPY"" target=""_blank"">SPY</a> - SPDR S&amp;P 500</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Exchange Traded Fund/Note</div></td>",<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">Regional TRANS DIST COP</strong><div class=""muted""><em>Rate/Coupon:</em> 4.5% <br/> <em>Matures:</em> 06/01/2014</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>16</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado Health FACS AUT</strong><div class=""muted""><em>Rate/Coupon:</em> 3.125% <br/> <em>Matures:</em> 01/01/2016</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>17</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=EAERX"" target=""_blank"">EAERX</a> - Eaton Vance Lg Cap Core Research A (NASDAQ)</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Excepted Investment Fund, </td>","<td>$100,001 - $1,000,000</td>"
MICHAEL,BENNET,2013,<td>18</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado ST BRD CMTY CLG</strong><div class=""muted""><em>Rate/Coupon:</em> 2.75% <br/> <em>Matures:</em> 11/01/2017</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>19</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado HLTH FAC AUTH C</strong><div class=""muted""><em>Rate/Coupon:</em> 0% <br/> <em>Matures:</em> 10/01/2040</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>$100,001 - $250,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>20</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund Moderate Age option: Conservative Growth</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>","<td>$2,501 - $5,000</td>"
MICHAEL,BENNET,2013,<td>21</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund Conserv Age option: Income Portfolio</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2013,<td>22</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund Moderate Age option: Conservative Growth</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>","<td>$2,501 - $5,000</td>"
MICHAEL,BENNET,2013,<td>23</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund Conserv Age option: Income Portfolio</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2013,<td>24</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund Conserv Age option: Conservative Growth</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>","<td>$2,501 - $5,000</td>"
MICHAEL,BENNET,2013,<td>25</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund Moderate Age option: Moderate Growth</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>26</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VTHRX"" target=""_blank"">VTHRX</a> - Vanguard Target Retirement 2030 Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2013,<td>27</td>,"<td class=""span4""><strong class=""marginit-right"">Colorado Dept Trans Rev Ser B </strong><div class=""muted""><em>Rate/Coupon:</em> 5.0% <br/> <em>Matures:</em> 12/15/2013</div><div class=""muted""></div></td>","<td>Government Securities<div class=""muted"">Municipal Security</div></td>",<td>Self</td>,"<td>None (or less than $1,001)</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2013,<td>28</td>,"<td class=""span4""><strong class=""marginit-right"">Daggett Farms Limited Partnership</strong><div class=""muted""><em>Description:</em> 1500 acre family farm (Marianna, AR) <em>Filer comment:  </em>9.42% limited partnership amounting to roughly $15,409 in interest and rent</div></td>",<td>Farm</td>,<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Rent/Royalties, Interest, </td>","<td>$15,001 - $50,000</td>"
MICHAEL,BENNET,2013,<td>29</td>,"<td class=""span4""><strong class=""marginit-right"">LMD Farms Limited Partnership</strong><div class=""muted""><em>Description:</em> 1500 acre family farm (Marianna, AR) <em>Filer comment:  </em>8.47% limited partnership amounting to roughly $24,360 in interest and rent</div></td>",<td>Farm</td>,<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Rent/Royalties, Interest, </td>","<td>$15,001 - $50,000</td>"
MICHAEL,BENNET,2013,<td>30</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=CIVVX"" target=""_blank"">CIVVX</a> - Causeway International Value Inv (NASDAQ)</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>","<td>$201 - $1,000</td>"
MICHAEL,BENNET,2013,<td>31</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=VLISX"" target=""_blank"">VLISX</a> - Vanguard Large Cap Index I (NASDAQ)</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2013,<td>32</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=TVOIX"" target=""_blank"">TVOIX</a> - Touchstone Small Cap Value Institutional (NASDAQ)</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Contribution Pension Plan</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>","<td>$201 - $1,000</td>"
MICHAEL,BENNET,2019,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">PERA - Public Employees' Retirement Association of Colorado</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Benefit Pension Plan</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>2</td>,"<td class=""span4""><strong>Suntrust</strong><div class=""muted noWrap"">(Richmond, VA)</div><div class=""muted""><div class=""muted""><em>Type: </em>Certificate of Deposit, </div></div></td>",<td>Bank Deposit</td>,<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2019,<td>3.1</td>,"<td class=""span4""><strong class=""marginit-right"">Moderate Age option: Conservative Growth</strong><div class=""muted""><em>Filer comment:  </em>SOLD IN FULL - DELETE</div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>None (or less than $1,001)</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>3.2</td>,"<td class=""span4""><strong class=""marginit-right"">Conservative Age option: Income Portfolio</strong><div class=""muted""><em>Filer comment:  </em>SOLD IN FULL - DELETE</div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>None (or less than $1,001)</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>3.3</td>,"<td class=""span4""><strong class=""marginit-right"">Conservative Age-Based option: 50% Bond/50% Money Market Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>3.4</td>,"<td class=""span4""><strong class=""marginit-right"">Moderate Age-Based option: 12.5% Stock/87.5% Bond Portfolio </strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">CollegeInvest Fund</strong><div class=""muted""><em>Institution:</em> CollegeInvest</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2019,<td>4.1</td>,"<td class=""span4""><strong class=""marginit-right"">Moderate Age option: Income Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>4.2</td>,"<td class=""span4""><strong class=""marginit-right"">Conservative Age Option: Money Market Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">Daggett Farms Limited Partnership</strong><div class=""muted""><em>Description:</em> 1500 acre family farm (Marianna, AR) <em>Filer comment:  </em>9.42% limited partnership</div></td>",<td>Farm</td>,<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Rent/Royalties, Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2019,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">LMD Farms Limited Partnership</strong><div class=""muted""><em>Description:</em> 1500 acre family farm (Marianna, AR) <em>Filer comment:  </em>8.97% limited partnership </div></td>",<td>Farm</td>,<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Rent/Royalties, Interest, </td>","<td>$15,001 - $50,000</td>"
MICHAEL,BENNET,2019,<td>7</td>,"<td class=""span4""><strong class=""marginit-right"">The Michael F. Bennet Trust</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
MICHAEL,BENNET,2019,<td>7.1</td>,"<td class=""span4""><strong>Charles Schwab Bank</strong><div class=""muted noWrap"">(Denver, CO)</div><div class=""muted""><div class=""muted""><em>Type: </em>Money Market Account, </div></div></td>",<td>Bank Deposit</td>,<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Interest, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2019,<td>7.2</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=SPY"" target=""_blank"">SPY</a> - SPDR S&amp;P 500 ETF</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Exchange Traded Fund/Note</div></td>",<td>Self</td>,"<td>$500,001 - $1,000,000</td>","<td>Excepted Investment Fund, </td>","<td>$5,001 - $15,000</td>"
MICHAEL,BENNET,2019,<td>7.3</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=EAERX"" target=""_blank"">EAERX</a> - Eaton Vance Stock A</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Excepted Investment Fund, </td>","<td>$100,001 - $1,000,000</td>"
MICHAEL,BENNET,2019,<td>7.4</td>,"<td class=""span4""><strong class=""marginit-right"">Canyon Balanced Fund LP</strong><div class=""muted""><em>Description</em>: Hedge fund (Los Angeles, CA) </div></td>","<td>Investment Fund<div class=""muted"">Hedge Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Excepted Investment Fund, </td>","<td>$50,001 - $100,000</td>"
MICHAEL,BENNET,2019,<td>7.5</td>,"<td class=""span4""><strong class=""marginit-right"">Belmar HH Owner LLC</strong><div class=""muted""><em>Description:</em> Hotel (Lakewood, CO) </div></td>","<td>Real Estate<div class=""muted"">Commercial</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>Other, (Ordinary business income)</td>","<td><br/>Other $16,557.00</td>"
MICHAEL,BENNET,2019,<td>7.6</td>,"<td class=""span4""><strong class=""marginit-right"">CP Block A Member, LLC</strong><div class=""muted""><em>Description:</em> Mixed use development (Denver, CO) </div></td>","<td>Real Estate<div class=""muted"">Commercial</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
MICHAEL,BENNET,2019,<td>7.7</td>,"<td class=""span4""><strong class=""marginit-right"">Harbor Spring Capital Partners, LP</strong><div class=""muted""><em>Description</em>: Hedge Fund (New York, NY) </div></td>","<td>Investment Fund<div class=""muted"">Hedge Fund</div></td>",<td>Self</td>,"<td>$1,000,001 - $5,000,000</td>","<td>Excepted Investment Fund, </td>","<td>$2,501 - $5,000</td>"
MICHAEL,BENNET,2019,<td>7.8</td>,"<td class=""span4""><strong class=""marginit-right"">CTL-CenturyLink, Inc.</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
